City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,bardai,11.65,7.2333,19.59,27,1,3.63,NG,1730846924
281,o rosal,41.9354,-8.8368,15.87,91,100,2.73,ES,1730846925
282,valencia,39.3333,-0.8333,15.23,74,42,1.14,ES,1730846926
283,kamina,-8.7386,24.9906,17.98,95,85,1.19,CD,1730846927
284,le mars,42.7942,-96.1656,7.91,81,0,2.57,US,1730846929
285,palu,-0.8917,119.8707,25.44,91,100,1.29,ID,1730846930
286,kapa'a,22.0752,-159.319,28.18,85,20,4.12,US,1730846931
287,yuzhno-kurilsk,44.0306,145.8556,5.81,66,100,0.91,RU,1730846932
288,akrehamn,59.2667,5.1833,8.14,87,75,5.14,NO,1730846933
289,asha,54.9973,57.2722,-0.85,91,100,3.33,RU,1730846934
290,yeppoon,-23.1333,150.7333,25.95,57,0,5.19,AU,1730846935
291,keflavik,64.0049,-22.5624,9.24,100,100,10.8,IS,1730846936
292,ingeniero jacobacci,-41.3427,-69.5448,11.33,45,100,10.95,AR,1730846938
293,buala,-8.145,159.5921,27.81,81,99,4.22,SB,1730846939
294,fortuna,40.5982,-124.1573,15.52,63,0,9.26,US,1730846940
295,mucumpiz,8.4167,-71.1333,15.38,96,80,1.31,VE,1730846941
296,tazovsky,67.4667,78.7,-5.57,93,95,7.43,RU,1730846942
297,bredasdorp,-34.5322,20.0403,12.31,79,94,2.97,ZA,1730846943
298,xiaoweizhai,26.1903,107.5125,11.25,77,1,1.54,CN,1730846944
299,dzuunharaa,48.8523,106.4579,-5.7,70,14,1.26,MN,1730846945
300,haiku-pauwela,20.9219,-156.3051,29.01,76,98,9.39,US,1730846947
301,iskateley,67.6803,53.1512,-4.33,94,50,4.53,RU,1730846948
302,alofi,-19.0595,-169.9187,24.94,78,100,6.17,NU,1730846949
303,miguel ahumada,30.6167,-106.5167,18.83,11,0,2.83,MX,1730846951
304,howrah,22.5892,88.3103,25.0,88,40,2.06,IN,1730846952
305,minchianabad,30.163,73.5685,22.64,29,0,2.05,PK,1730846953
306,shakawe,-18.3667,21.85,23.27,55,68,1.48,BW,1730846955
307,iskushuban,10.2837,50.23,23.32,79,32,2.48,SO,1730846956
308,siwa oasis,29.2041,25.5195,20.96,59,99,4.25,EG,1730846957
309,guayaramerin,-10.8368,-65.3614,29.91,49,75,1.15,BO,1730846958
310,darab,28.7519,54.5444,19.18,36,0,0.92,IR,1730846959
311,jinghong,21.991,100.7341,17.79,98,95,0.28,CN,1730846960
312,sanctuary point,-35.1114,150.629,23.81,55,14,4.94,AU,1730846961
313,altay,47.8667,88.1167,6.52,76,100,3.83,CN,1730846963
314,pekalongan,-6.8886,109.6753,25.88,84,100,1.47,ID,1730846964
315,sainte-anne-des-monts,49.124,-66.4924,5.93,100,100,1.03,CA,1730846965
316,betio village,1.358,172.9211,31.02,74,25,4.87,KI,1730846966
317,swakopmund,-22.6833,14.5333,13.88,83,4,3.13,NA,1730846967
318,namibe,-15.1961,12.1522,20.04,84,93,2.86,AO,1730846968
319,panacan,9.2463,118.4082,26.47,82,61,1.41,PH,1730846969
320,ierapetra,35.01,25.7353,17.86,60,0,4.47,GR,1730846970
321,puerto deseado,-47.7503,-65.8938,16.04,39,72,11.86,AR,1730846972
322,ulety,51.3572,112.4849,-6.42,58,71,1.44,RU,1730846973
323,salinas,36.6777,-121.6555,21.7,63,0,1.54,US,1730846974
324,wotho,10.1657,166.0102,28.68,79,27,7.99,MH,1730846975
325,remire-montjoly,4.9167,-52.2667,28.02,78,0,2.06,GF,1730846976
326,damboa,11.156,12.7576,22.05,33,38,2.48,NG,1730846977
327,live oak,36.9836,-121.9805,22.97,33,0,2.57,US,1730846978
328,banket,-17.3833,30.4,23.69,40,57,2.04,ZW,1730846979
329,inirida,3.8653,-67.9239,28.15,71,95,2.04,CO,1730846980
330,kiunga,-6.1219,141.2906,26.04,91,100,0.75,PG,1730846982
331,thurso,58.5927,-3.5259,8.14,82,30,3.74,GB,1730846983
332,corner brook,48.9667,-57.9484,3.96,98,100,2.48,CA,1730846984
333,melo,-32.3667,-54.1833,15.45,69,100,5.13,UY,1730846985
334,natal,-5.795,-35.2094,26.12,73,20,4.63,BR,1730846986
335,luderitz,-26.6481,15.1594,20.44,34,49,5.56,NA,1730846987
336,lexington,37.9887,-84.4777,24.0,61,100,6.69,US,1730846954
337,cill airne,52.05,-9.5167,14.2,99,100,1.64,IE,1730846990
338,tete,-16.1564,33.5867,29.59,40,3,2.32,MZ,1730846991
339,smithers,54.7804,-127.1743,1.18,80,100,2.57,CA,1730846703
340,coronel suarez,-37.4547,-61.9334,16.24,52,0,3.96,AR,1730846993
341,gemena,3.25,19.7667,22.22,90,14,0.9,CD,1730846994
342,nuuk,64.1835,-51.7216,-6.66,73,0,5.14,GL,1730846995
343,akureyri,65.6835,-18.0878,6.96,81,20,1.03,IS,1730846996
344,parkent,41.2944,69.6764,14.89,82,100,1.34,UZ,1730846997
345,tsiombe,-25.3,45.4833,21.93,89,4,2.97,MG,1730846999
346,turuntayevo,52.2,107.6167,-7.0,91,98,0.61,RU,1730847001
347,midvagur,62.0511,-7.1939,9.46,93,100,8.75,FO,1730847002
348,flying fish cove,-10.4217,105.6791,25.82,88,100,4.63,CX,1730847003
349,cockburn town,21.4612,-71.1419,28.22,82,11,9.71,TC,1730847004
350,inhambane,-23.865,35.3833,23.22,83,3,2.43,MZ,1730847005
351,brookings,44.3114,-96.7984,7.25,83,100,3.09,US,1730846884
352,yebaishou,41.3975,119.6408,-1.23,40,1,0.51,CN,1730847008
353,pallasovka,50.05,46.8833,-3.16,84,10,6.82,RU,1730847009
354,luwuk,-0.9516,122.7875,25.4,66,100,1.3,ID,1730847010
355,robertsport,6.7533,-11.3686,27.14,83,7,1.23,LR,1730847011
356,chimoio,-19.1164,33.4833,22.92,100,75,1.62,MZ,1730847012
357,kivioli,59.3531,26.9711,7.7,92,100,4.5,EE,1730847013
358,ivdel',60.6911,60.4206,-11.06,96,40,1.15,RU,1730847014
359,zag,46.9441,99.165,-11.53,86,20,1.4,MN,1730847015
360,aliabad,41.4822,46.6353,8.79,31,20,7.2,AZ,1730847018
361,yangambi,0.8102,24.4336,21.72,82,100,0.76,CD,1730847019
362,patnanungan,14.7833,122.1833,26.16,83,100,1.84,PH,1730847020
363,balqash,46.8481,74.995,9.53,97,100,3.83,KZ,1730847021
364,rabo de peixe,37.8,-25.5833,20.73,99,40,11.32,PT,1730847022
365,tiebo,14.6333,-16.2333,29.06,61,0,0.0,SN,1730847023
366,bambanglipuro,-7.95,110.2833,25.53,84,100,2.11,ID,1730847025
367,honiara,-9.4333,159.95,29.86,72,100,2.98,SB,1730847026
368,zelenoborskiy,66.845,32.3622,4.62,75,100,7.84,RU,1730847027
369,inza,53.8533,46.3586,-4.02,95,88,3.24,RU,1730847028
370,kismayo,-0.3582,42.5454,25.88,89,66,3.59,SO,1730847029
371,san rafael,-34.6177,-68.3301,24.81,28,1,4.0,AR,1730847030
372,san jose del guaviare,2.5729,-72.6459,27.12,72,100,0.35,CO,1730847031
373,necochea,-38.5473,-58.7368,16.14,65,0,4.75,AR,1730847032
374,besancon,47.2488,6.0182,9.62,94,69,0.71,FR,1730847034
375,ouesso,1.6136,16.0517,22.25,97,100,1.4,CG,1730847035
376,hampton bays,40.869,-72.5176,17.02,91,0,8.94,US,1730847036
377,mairi,-11.7114,-40.1489,24.78,59,97,6.99,BR,1730847037
378,alaghsas,17.0187,8.0168,22.07,19,0,6.83,NE,1730847038
379,arraial do cabo,-22.9661,-42.0278,22.98,94,0,7.72,BR,1730847039
380,northam,51.0333,-4.2167,12.56,96,71,2.84,GB,1730847040
381,brisas de zicatela,15.8369,-97.0419,28.12,83,46,5.65,MX,1730847041
382,myeik,12.4333,98.6,24.99,87,76,1.69,MM,1730847043
383,sarmiento,-45.5882,-69.07,11.55,49,13,15.58,AR,1730847044
384,manakara,-22.1333,48.0167,22.7,87,69,2.3,MG,1730847045
385,pacasmayo,-7.4006,-79.5714,19.27,83,49,5.72,PE,1730847046
386,ciudad guayana,8.3533,-62.6528,29.86,61,100,2.65,VE,1730847047
387,ujae,8.9322,165.7642,29.05,76,53,6.91,MH,1730847048
388,knyaze-volkonskoye,48.4642,135.4567,-6.81,77,54,1.61,RU,1730847049
389,lazaro cardenas,17.9583,-102.2,28.16,75,4,3.31,MX,1730847040
390,wenling,28.3669,121.36,12.74,81,0,4.89,CN,1730847052
391,magway,20.15,94.9167,22.42,93,24,1.76,MM,1730847053
392,lautoka,-17.6167,177.4667,27.92,61,40,6.69,FJ,1730847054
393,villa gesell,-37.2639,-56.973,15.55,61,0,5.04,AR,1730847055
394,siraha,26.6541,86.2087,20.47,71,9,1.05,NP,1730847056
395,chauk,20.8833,94.8167,23.96,82,10,1.91,MM,1730847057
396,olonkinbyen,70.9221,-8.7187,0.94,99,100,5.57,SJ,1730847058
397,beaufort west,-32.3567,22.583,10.94,73,100,6.72,ZA,1730847059
398,kingston,17.997,-76.7936,26.53,89,100,10.8,JM,1730847061
399,pariaman,-0.619,100.12,23.03,96,100,2.38,ID,1730847062
400,amga,60.8953,131.9608,-29.99,100,50,0.76,RU,1730847063
401,tadine,-21.55,167.8833,25.55,57,1,5.04,NC,1730847064
402,eregli,37.5133,34.0467,3.48,50,0,0.63,TR,1730847065
403,ginir,7.1333,40.7,12.97,62,32,2.87,ET,1730847066
404,kiama,-34.6833,150.8667,23.1,73,15,3.13,AU,1730847067
405,lock haven,41.137,-77.4469,16.81,77,57,1.27,US,1730847068
406,guarapari,-20.6667,-40.4975,21.17,90,100,2.18,BR,1730847070
407,simga,21.6333,81.7,19.19,63,1,1.83,IN,1730847071
408,kukawa,12.9234,13.5606,24.15,48,6,3.92,NG,1730847072
409,ash shafa,21.0694,40.3119,15.13,58,0,1.43,SA,1730847073
410,pemangkat,1.1667,108.9667,25.52,87,100,2.29,ID,1730847074
411,afaahiti,-17.75,-149.2833,25.93,84,69,4.99,PF,1730847075
412,brumado,-14.2036,-41.6653,23.41,73,97,4.08,BR,1730847076
413,cizre,37.3272,42.1903,9.56,76,0,3.6,TR,1730847077
414,nakanojomachi,36.5833,138.85,10.87,95,100,0.89,JP,1730847078
415,la passe,45.5549,-0.8967,15.26,85,48,0.17,FR,1730847080
416,la'ie,21.6477,-157.9253,27.98,91,36,1.79,US,1730847081
417,raymondville,26.4815,-97.7831,22.3,52,96,4.37,US,1730847082
418,lower hutt,-41.2167,174.9167,17.35,89,100,2.57,NZ,1730847083
419,sandpoint,48.2766,-116.5533,7.08,67,100,0.0,US,1730847084
420,amos,48.5669,-78.1162,8.85,99,100,2.84,CA,1730847085
421,sangmelima,2.9333,11.9833,19.34,90,59,0.56,CM,1730847086
422,kerikeri,-35.2268,173.9474,18.31,46,100,1.77,NZ,1730847087
423,laguna,38.421,-121.4238,21.73,26,0,10.29,US,1730847089
424,kayangel,8.0823,134.7173,28.1,75,95,1.4,PW,1730847090
425,tongliao,43.6125,122.2653,-3.88,58,0,2.62,CN,1730847091
426,manta,-0.95,-80.7333,26.88,65,40,8.23,EC,1730846870
427,along,28.1667,94.7667,12.56,80,65,0.32,IN,1730847093
428,tofol,5.3248,163.0078,29.14,69,56,4.6,FM,1730847094
429,nemuro,43.3236,145.575,6.65,66,100,0.95,JP,1730847095
430,zhuanghe,39.7008,122.9911,2.1,49,0,2.14,CN,1730847096
431,sai kung,22.3822,114.2728,24.02,63,71,2.68,CN,1730847098
432,mandera,3.9366,41.867,28.25,59,55,4.66,KE,1730847099
433,callao,-12.0667,-77.15,22.62,77,100,5.14,PE,1730846966
434,al ghayzah,16.2079,52.176,26.56,75,9,1.9,YE,1730847101
435,porto novo,6.4965,2.6036,27.9,81,0,2.0,BJ,1730847102
436,belmonte,-15.8631,-38.8828,23.17,89,100,1.57,BR,1730846936
437,debre sina,9.85,39.7667,9.36,65,49,1.15,ET,1730847104
438,arkhangel'sk,64.5401,40.5433,-2.94,100,100,3.0,RU,1730847011
439,hovd,48.0056,91.6419,1.24,58,100,0.45,MN,1730847107
440,rengasdengklok,-6.1592,107.2981,26.62,81,100,2.14,ID,1730847109
441,kill devil hills,36.0307,-75.676,20.55,77,0,2.06,US,1730847110
442,kenora,49.8167,-94.4337,5.54,75,40,1.54,CA,1730847111
443,korsakov,46.6328,142.7813,-0.09,79,93,7.97,RU,1730847112
444,greenville,35.6127,-77.3663,21.97,72,0,3.09,US,1730847113
445,mahibadhoo,3.7833,72.9667,28.05,75,100,4.25,MV,1730847114
446,vadso,70.0744,29.7487,4.09,75,20,10.8,NO,1730847116
447,mili,6.0815,171.735,29.13,76,84,8.17,MH,1730847117
448,kayyerkan,69.3786,87.7439,-4.96,93,100,10.01,RU,1730847118
449,laojunmiao,39.8333,97.7333,5.37,23,52,2.35,CN,1730847119
450,minas de matahambre,22.5887,-83.9447,25.36,90,59,3.01,CU,1730847120
451,port alfred,-33.5906,26.891,14.41,66,70,4.19,ZA,1730847121
452,gyeongsan-si,35.8233,128.7378,6.86,39,0,2.06,KR,1730847122
453,queenstown,-31.8976,26.8753,7.25,93,100,3.3,ZA,1730847123
454,galliano,29.4422,-90.2992,27.0,74,100,3.09,US,1730847125
455,happy valley-goose bay,53.3168,-60.3315,1.17,93,100,2.57,CA,1730847126
456,beberibe,-4.1797,-38.1306,26.02,78,47,6.37,BR,1730847127
457,fort mcmurray,56.7268,-111.381,-2.23,93,100,2.57,CA,1730847128
458,booue,-0.0921,11.9385,22.58,99,100,0.58,GA,1730847129
459,viedma,-40.8135,-62.9967,24.41,17,24,5.83,AR,1730847130
460,gizo,-8.103,156.8419,28.85,77,100,4.44,SB,1730847131
461,san rafael del norte,13.2125,-86.1106,19.42,93,100,1.85,NI,1730847132
462,huarmey,-10.0681,-78.1522,19.87,83,56,4.26,PE,1730847134
463,bredy,52.4153,60.3411,-3.35,92,100,5.87,RU,1730847135
464,ocean shores,46.9737,-124.1563,11.68,78,0,4.63,US,1730846967
465,mogadishu,2.0371,45.3438,26.24,85,79,5.59,SO,1730846860
466,lemvig,56.5486,8.3102,6.68,95,87,2.49,DK,1730847138
467,kuanda,56.3161,116.0806,-12.09,93,100,0.64,RU,1730847139
468,santa ana,33.7456,-117.8678,24.39,42,75,5.66,US,1730847135
469,narrabri,-30.3167,149.7833,29.18,50,34,0.45,AU,1730847141
470,kolwezi,-10.7148,25.4667,15.58,98,45,1.78,CD,1730847143
471,bhamo,24.2667,97.2333,19.63,93,100,0.78,MM,1730847144
472,iquique,-20.2208,-70.1431,17.07,78,41,0.25,CL,1730847145
473,ciudad lazaro cardenas,17.9583,-102.2,28.16,75,4,3.31,MX,1730847146
474,springs,-26.25,28.4,14.81,45,10,2.96,ZA,1730847147
475,vanino,49.0869,140.2543,-2.18,72,100,3.82,RU,1730847148
476,axim,4.8699,-2.2405,25.69,85,5,2.56,GH,1730847149
477,margate,51.3813,1.3862,10.49,83,11,2.58,GB,1730847150
478,santa elena de uairen,4.6167,-61.1333,25.65,54,94,1.25,VE,1730847152
479,oriximina,-1.7656,-55.8661,29.4,56,100,2.49,BR,1730847153
480,carauari,-4.8828,-66.8958,28.29,64,66,1.0,BR,1730847154
481,gazli,40.1333,63.45,14.65,64,79,9.61,UZ,1730847155
482,neufchateau,48.35,5.7,8.23,95,16,1.19,FR,1730847156
483,delvada,20.7667,71.0333,25.37,42,4,2.78,IN,1730847157
484,staraya mayna,54.6,48.95,-2.94,78,67,6.06,RU,1730847158
485,sant'antioco,39.0664,8.4522,16.88,81,25,1.72,IT,1730847159
486,mokshan,53.4365,44.6132,-3.54,88,99,5.44,RU,1730847160
487,moroto,2.5345,34.6666,21.4,67,86,1.62,UG,1730847162
488,horodok,49.1637,26.5839,1.3,49,53,2.22,UA,1730847163
489,ondangwa,-17.9167,15.95,30.0,35,72,3.09,NA,1730847165
490,lebu,-37.6167,-73.65,12.47,84,100,3.0,CL,1730847167
491,little falls,40.869,-74.2082,20.62,71,0,4.12,US,1730847168
492,olinda,-8.0089,-34.8553,26.85,69,75,5.14,BR,1730847170
493,el quebrachal,-25.2833,-64.0667,15.9,91,100,3.44,AR,1730847171
494,wasagu,11.3764,5.7954,20.09,31,24,2.58,NG,1730847172
495,yemel'yanovo,56.1681,92.6767,-6.55,93,0,1.0,RU,1730847173
496,puerto colombia,10.9878,-74.9547,29.05,79,47,3.4,CO,1730847174
497,badagry,6.4167,2.8833,26.01,82,0,2.52,NG,1730847175
498,kanniyakumari,8.0833,77.5667,26.48,71,79,2.54,IN,1730847176
499,betioky,-23.7167,44.3833,22.77,80,82,0.05,MG,1730847178
500,timbuktu,16.7735,-3.0074,27.64,18,0,4.14,ML,1730847179
501,thunder bay,48.4001,-89.3168,6.99,75,100,2.06,CA,1730847180
502,podgorenskiy,50.405,39.6429,-2.6,92,95,3.06,RU,1730847181
503,kalmunai,7.4167,81.8167,23.84,86,14,3.91,LK,1730847182
504,port antonio,18.18,-76.4612,25.57,94,100,6.11,JM,1730847183
505,rongelap,11.1635,166.8941,28.42,81,29,9.84,MH,1730847184
506,port macquarie,-31.4333,152.9167,22.82,84,63,1.79,AU,1730847185
507,mount pearl,47.5166,-52.7813,2.07,78,75,2.06,CA,1730847187
508,sisimiut,66.9395,-53.6735,-9.26,88,48,3.85,GL,1730847188
509,eydhafushi,5.1033,73.0708,27.11,79,91,3.14,MV,1730847189
510,abra pampa,-22.7205,-65.697,13.1,60,85,4.78,AR,1730847190
511,pingliang,35.5392,106.6861,6.69,85,91,1.21,CN,1730847191
512,saldanha,-33.0117,17.9442,14.26,65,87,5.86,ZA,1730847192
513,holyoke,42.2043,-72.6162,20.16,68,82,1.34,US,1730847193
514,vanimo,-2.6741,141.3028,29.39,71,43,0.64,PG,1730847195
515,yarovoye,52.9273,78.58,-1.15,60,76,4.0,RU,1730847197
516,crane,31.3974,-102.3501,20.99,16,0,5.28,US,1730847198
517,klaksvik,62.2266,-6.589,9.43,92,56,8.83,FO,1730847199
518,brisas barra de suchiate,14.55,-92.2167,27.88,80,98,4.74,MX,1730847200
519,bilthra,26.1231,83.8689,22.56,59,0,2.02,IN,1730847201
520,castelli,-25.9468,-60.6195,22.05,89,100,2.55,AR,1730847202
521,walvis bay,-22.9575,14.5053,13.53,88,10,2.57,NA,1730847203
522,antsiranana,-12.2787,49.2917,24.56,84,18,6.52,MG,1730847204
523,nagqu,31.5,92.0,-4.54,37,100,0.76,CN,1730847206
524,luanda,-8.8368,13.2343,26.0,78,75,2.06,AO,1730847208
525,brigantine,39.4101,-74.3646,18.11,97,0,3.6,US,1730847209
526,kyshtovka,56.555,76.6271,-2.64,81,98,2.15,RU,1730847210
527,bodo,67.28,14.405,7.65,83,100,8.23,NO,1730847211
528,sao felix do xingu,-6.6447,-51.995,23.87,81,98,0.73,BR,1730847212
529,touros,-5.1989,-35.4608,25.44,77,97,6.92,BR,1730847214
530,qamdo,31.1667,97.2333,-1.1,71,92,1.32,CN,1730847215
531,aldama,22.9167,-98.0667,26.15,46,23,6.35,MX,1730847216
532,haapajarvi,63.75,25.3333,2.1,97,31,2.38,FI,1730847217
533,naifaru,5.4444,73.3657,26.8,79,99,3.13,MV,1730847218
534,akhaltsikhe,41.639,42.9826,-1.23,89,81,1.18,GE,1730847219
535,puerto ayacucho,5.6639,-67.6236,27.77,77,85,2.05,VE,1730847220
536,kyzyl-mazhalyk,51.1333,90.6,-2.77,97,100,0.34,RU,1730847221
537,ola,59.5833,151.2833,-15.57,75,65,5.22,RU,1730847223
538,santo antonio do leverger,-15.8656,-56.0767,28.21,70,95,3.59,BR,1730847224
539,fort st. john,56.2499,-120.8529,1.94,69,20,4.12,CA,1730847225
540,bengkulu,-3.8004,102.2655,24.32,90,99,2.16,ID,1730847226
541,wenchang,30.904,118.4887,10.21,80,0,2.57,CN,1730847227
542,san vicente de canete,-13.0751,-76.3835,18.55,85,13,2.42,PE,1730847228
543,varadero,23.1536,-81.2514,28.42,88,86,8.29,CU,1730847103
544,ta`u,-14.2336,-169.5144,25.3,88,100,8.51,AS,1730847230
545,paphos,34.7667,32.4167,17.88,82,0,3.09,CY,1730847232
546,hitzacker,53.1525,11.0442,5.73,92,100,0.97,DE,1730847233
547,sao jose da coroa grande,-8.8978,-35.1478,24.89,72,44,4.11,BR,1730847234
548,choele choel,-39.2667,-65.6833,26.69,12,89,9.42,AR,1730847235
549,calvinia,-31.4707,19.776,12.51,51,82,7.84,ZA,1730847236
550,santiago de cuba,20.0247,-75.8219,27.06,83,100,8.23,CU,1730847237
551,hammerfest,70.6634,23.6821,5.25,81,75,7.2,NO,1730847238
552,sinabang,2.4803,96.3801,25.43,83,99,1.83,ID,1730847239
553,mukalla,14.5425,49.1242,25.97,70,0,1.63,YE,1730847241
554,capao da canoa,-29.7456,-50.0097,21.35,97,96,1.34,BR,1730847242
555,oyon,-10.6681,-76.7731,1.67,99,100,1.64,PE,1730847243
556,kosong,38.3788,128.4676,6.16,71,18,2.68,KR,1730847244
557,menongue,-14.6585,17.691,18.37,87,97,1.3,AO,1730847245
558,mar del plata,-38.0023,-57.5575,19.01,59,0,4.63,AR,1730847049
559,akdepe,42.0551,59.3788,5.67,54,40,8.28,TM,1730847249
560,quepos,9.4236,-84.1652,24.1,92,100,2.04,CR,1730847250
561,tulun,54.5611,100.5792,-3.4,96,100,0.36,RU,1730847251
